"Oblast podpory","Rok dotačního titulu","Číslo žádosti","Název projektu","Popis a způsob realizace akce/projektu","Stav žádosti","Celkové náklady","Celková požadovaná dotace celkem v roce 2018","Proplacená dotace (Kč)","Podíl celkové požadované dotace k celkovým nákladům"
"Činnosti nebo aktivity v oblasti sociální","2017","FHT/PHT/033060/2017","Svátek seniorů 2017","Město Příbram plánuje k příležitosti Mezinárodního dne seniorů uspořádat oslavu krajského Svátku seniorů. První ročník proběhl ve městě Příbram již v minulém roce, tato akce se sešla s velkým úspěchem, z tohoto důvodu chce město akci zopakovat. Svátek seniorů se uskuteční dne 30.09.2017 a bude probíhat na náměstí 17. listopadu v Příbrami, počítá se s předpokládanou účastí cca 3000 osob. Součástí letošních oslav bude tematicky zaměřený program, kde budou moci senioři se svými nejbližšími oslavit své stáří a případně se dozvědět o aktivitách, které pro ně kraj, město a jeho partneři v oblasti seniorské politiky realizují. , Oslavy svátku seniorů si kladou za cíl zdůraznit postavení seniorů v naší společnosti, přiblížit široké veřejnosti jejich každodenní život, ukázat jejich nezastupitelnou pozici ve vzájemných vztazích. Cílem projektu je pozvat seniory a celé rodiny ke společné oslavě svátku naší nejstarší generace a ukázat, že i senioři se umí bavit. V rámci dne oslav očekáváme také oficiální zdravici zástupců kraje a města. Nedílnou součástí je také osvětová kampaň na podporu plnohodnotného zapojení seniorů v naší společnosti., V rámci oslav Svátku seniorů budou připravovány následující aktivity:, Pódiový program: hlavní interpret Stanislav Hložek, vedlejší interpret (např. Heidi Janků, Marcel Zmožek), moderátor akce, vystoupení místních souboru a interpretů (seniorský pěvecký sbor, děti ze ZUŠ), Doprovodný program: Senior kavárna – káva a koláček pro seniory zdarma, měření tlaku, BMI, zdravotní stánky (prevence rakoviny, měření znamének, edukace hygieny rukou, měření výdechového CO, nutriční konzultace, apod.), hry pro seniory (trénink paměti, hlavolamy, apod.), prezentace služeb pro seniory, kontaktní místo Senior Point, prezentace Karty seniora města Příbrami, beseda na zdravotní téma: diabetus, nádorové onemocnění a jiné, prezentace proseniorských organizací a aktivit města/kraje, slevy partnerských organizací v místě konání akce (zajištění atraktivních slev v čase a místě konání oslav), Mediální propagace: newsletter v rámci města, propagace na webových stránkách města, prezentace programu na oficiálním webu svátku (www.svateksenioru.cz), tisková zpráva, komunikace s místními i regionálními médii, plakáty, letáčky, bannery, propagace ve spolupráci s partnery města, V rámci technického zázemí akce bude zajištěna pořadatelská služba, zdravotník, ozvučení akce, podium, sezení pro cca 400 osob a toalety., Město Příbram bude akci realizovat prostřednictvím organizace Sun Drive Communications s.r.o.","schváleno RK","350000","200000","30000","57.14285714"
"Činnosti nebo aktivity v oblasti sportu a tělovýchovy","2017","FHT/PHT/033063/2017","Sledge hokejové hřiště","Žadatele o získání dotace je Česká sledge hokejová asociace, která byla založena v roce 2004. Sdružení je založeno za účelem rozvoje, propagace a zajišťování činnosti sledge hokeje. V rámci předmětu své prospěšné činnosti organizuje národní sledge hokejovou soutěž. Sledge hokej patří od roku 2006 do struktury ČSLH a je modifikací ledního hokeje, respektive integračním sportem pro 100 handicapovaných sportovců. Primárním cílem našeho sdružení je zajištění finančních prostředků k vytvoření kvalitních podmínek pro rozvoj tohoto dynamického sportu u nás v České republice. Mezi největší úspěchy ČSHA patří pořádání dosud nejlépe hodnoceného sledge hokejového MS 2009 v Ostravě a účast české reprezentace na Paralympijských hrách ve Vancouveru 2010. V rámci obecné aktivizace a osvěty sportu osob se zdravotním postižením, konkrétně pak cíleného náboru nových sledge hokejistů, bychom velmi rádi umístili malé provizorní hokejové hřiště (mobilní) střídavě do z rehabilitačních ústavů Kladruby a Slapy a zakomponovali nejenom pouhé seznámení, ale zároveň i možnost praktického vyzkoušení tohoto atraktivního sportu do volnočasových aktivit nových a stávajících klientů v rámci akutních poúrazových nebo rekondičních pobytů. Součástí realizace projektu bude i osvěta fyzických aktivit hendikepovaných sportovců mimo rehabilitační ústavy formou propagace sledge hokeje a možnosti praktického vyzkoušení této nové aktivity nejenom pro potenciální handicapované sportovce, ale současně i v rámci reverzní integrace pro zdravé občany v oblasti Středočeského kraje. Z výzkumů jednoznačně vyplývá, že sportovní participace má pozitivní vliv na fyzické, duševní a sociální zdraví, funkční nezávislost a kvalitu života obecně. Sportovní participace byla shledána nejúčinnějším nástrojem integrace. Význam pohybových aktivit a sportu pro osoby se zdravotním postižením spočívá v prevenci civilizačních chorob, ve zdokonalování obratnostních schopností, získávání nových dovedností, udržování a zlepšování tělesné kondice, posilování sociálních vazeb v rámci volno-časových aktivit a v neposlední řadě v utváření integrity osobnosti.","schváleno RK","154500","140000","140000","90.61488673"
"Činnosti nebo aktivity v oblasti kultury","2017","FHT/PHT/033065/2017","Vydání knihy Smečno ve vzpomínkách","Vydání knihy Smečno ve vzpomínkách, jedná se o knihu pamětí na město Smečno z počátku 20. stol. včetně ilustrací a dobových fotografií.","schváleno RK","63000","40950","20000","65"
"Činnosti nebo aktivity v oblasti kultury","2017","FHT/PHT/033069/2017","Koncerty dechové hudby","KONCERTY  DECHOVÉ  HUDBY  VE  STŘEDOČESKÉM  KRAJI , , Hlavní pořadatel odpovědný za projekt – Brigita Hlaváčková - agentura BRIVA , , , Po loňských, úspěšných a hojně navštívených koncertech dechové hudby ve Středočeském kraji, konaných v Jizerním Vtelně na zámku Stránov, v Mladé Boleslavi a Mnichově Hradišti, navazujeme na tradici koncertů i v letošním roce. Koncerty se konají za finanční podpory Ministerstva kultury, Středočeského kraje, spolupořadatelských měst, Nadace Život umělce a OSA, která významně přispěje k hladkému průběhu celé akce. , Koncerty jsou zaměřeny nejen na seniory, ale i na všechny věkové kategorie. Jsou určeny především pro obyvatele jednotlivých regionů Středočeského kraje, na které bude zaměřena i celá propagace koncertů dechové hudby. Naší snahou je divákům představit to nejlepší z české dechovky. , Celou sérii koncertů jsme zahájili v neděli 28. května od 14.00 hod. 13. ročníkem přehlídky dechovek Vtelenská dechparáda. Ta se konala na zámku Stránov v Jizerním Vtelně u Mladé Boleslavi. Vše ve spolupráci s Obecním úřadem v Jizerním Vtelně, majitelem zámku Stránov Ing. Jaromírem Šimonkem a NIPOS - Artama Praha příspěvkovou organizací Ministerstva kultury ČR. , Pokračování koncertů dechové hudby je naplánováno na středu 6. září do Mladé Boleslavi. Koncert proběhne tradičně od 16.00 do 18.00 hod. na Hradě v Mladé Boleslavi. Závěrečný koncert celého cyklu pak bude ve středu 17. října v Mnichově Hradišti v čase 17.30 – 19.30 hod. Hrát bude naše špičková profesionální dechová kapela Krajanka, která patří v současné době k nejznámějším a nejpopulárnějším českým kapelám. Hostem  koncertu bude Josef Zíma. Koncerty se konají ve spolupráci s městy Mladá Boleslav a Mnichovo Hradiště. Moderátorem všech koncertů budou herečka a moderátorka Radia Dechovka Karolína Hlaváčková a Luboš Dvořák za Signál Radio.  Vstupné na koncerty v Mladé Boleslavi a Mnichově Hradišti je volné.  , Celý projekt podpoří: Naše muzika, Boleslavský deník, rozhlasové stanice Signál Radio, Radio Dechovka, Český rozhlas Region, Prvníboleslavská TV, Radio Proglas., Cílem projektu je upevnit prestiž regionu, Středočeského kraje a dechové hudby před celou širokou účastí domácího publika. Těší nás, že tyto projekty mají po dvanácti letech své publikum. Značí to velký zájem milovníků dechovky jak o samotnou akci, tak i o dechovou hudbu jako takovou., , ","schváleno RK","84000","30000","30000","35.71428571"
"Činnosti nebo aktivity v oblasti sportu a tělovýchovy","2017","FHT/PHT/033072/2017","Akce u příležitosti Dne státnosti 28.10.2017","Popisované akce byly konzultovány přímo s hejtmankou paní ing.Pokornou Jermanovou v Kolíně dne 14.6.2017.Tradiční kulturně sportovní sokolské události v benešovském okrese. Mimořádně sletová štafeta jako ""předvoj""sokolského sletu v nadch.roce - plánována 24.9.2017. Členové sokolských jednot budou součástí cyklistické štafety probíhající napříč republikou-zde konkrétně na trase Votice-Dobříš; každoroční župní akademie - sportovní přehlídka všech věkových kategorií sokolských jednot je vyvrcholením celoročních sportovních a tanečních aktivit spojená s pietní akcí předávání věnců u památníku T.G.Masaryka; Výstup na Blaník dne 28.10.2017 se koná každoročně u příležitosti výročí vzniku samostatného státu. Na vrchol Blaníku se schází veřejnost ze širokého okolí, aby za doprovodného programu uctila památku významného dne a pěším výstupem učinila i něco pro své zdraví. Nákladové položky uvedených akcí: trika, stuhy, letáky, inzerce, pamětní listy, upomínkové předměty, autobusová doprava Votice-Louňovice, plakety, odznaky, nápoje, jízdné cvičenci, jízdné sportovci, plakáty, diplomy, pronájem sálu, poplatek za ozvučení, cestovné organizátoři, aj., Na propagačních předmětech bude uvedeno logo Středočeského kraje a uvedeno že se akce koná pod záštitou hejtmanky Středočeského kraje. Provedení a vzhled bude konzultováno s pracovnicemi sekretariátu paní hejtmanky","schváleno RK","67000","50000","30000","74.62686567"
"Činnosti nebo aktivity v oblasti výchovy a vzdělávání","2017","FHT/PHT/033073/2017","Dostihové odpoledne 23.9. 2017","Uspořádání dostihového odpoledne na závodišti v Lysé nad Labem dne 23. 9. 2017. Historie pořádání dostihů v Lysé nad Labem je více , jak 50letá. Slouží jako zkoušky pro plemeno anglického plnokrevníka.","schváleno RK","300000","100000","100000","33.33333333"
"Činnosti nebo aktivity v oblasti kultury","2017","FHT/PHT/033075/2017","LoukaFest 2018","Žádost se týká příspěvku na dvoudenní hudební festival LOUKAFEST, jehož třetí ročník se bude konat 8. až 9. června 2018. , První festivalový den probíhá vždy na nádvoří Zámku Brandýs, druhý festivalový den v zámecké zahradě. Festival má i charitativní rozměr, letos jsme vybírali peníze na zrakově a sluchově postiženého studenta brandýského gymnázia, aby si mohl dovolit letní, přírodovědné soustředění. Příští rok plánujeme podpořit organizaci Vyšší Hrádek, která pomáhá lidem s mentálním postižením., Festivalu se v minulých letech zúčastnila řada známých umělců, např. Vlasta Rédl s kapelou, Pavel Dobeš, Robert Křesťan Plavci a další., Na akci vždy plánujeme také doprovodný program zejména pro děti., Každoročně se snažíme hledat partnery pro naší akci, celkový rozpočet akce byl v letošním roce 390.491 Kč. Pro příští rok plánujeme festival zase kvalitativně posunout a pozvat umělce, kteří do krásného prostředí brandýského zámku přitáhnou více návštěvníků., Odkaz na reportáž z roku 2017: https://www.youtube.com/watch?v=zw8zxxegMNw, Kromě samozřejmé propagace na všech materiálech festivalu a volných vstupenek, nabízíme také možnost mluveného slova některého z představitelů Středočeského kraje na pódiu.","schváleno RK","526100","100000","50000","19.0077932"
"Rekonstrukce majetku v souvislosti se sociální, kulturní, sportovní a vzdělávací činností","2017","FHT/PHT/033078/2017","Obnova fresek kaple - klášter Votice","Předmětem projektu je restaurování fresek kaple a obnova výmalby knihovny v klášterní kapli sv. Františka z Asissi (kulturní památka) ve Voticích.  K záměru projektu je vydané závazné stanovisko příslušného orgánu státní památkové péče. Předmětné místnosti kaple a knihovny se nacházejí v zrekonstruované části objektu kláštera a jsou nejhodnotněji zachovalými místnostmi v celém objektu. Fresky jsou poškozené a provizorně zajištěné proti poškození a další degradaci. V současné době je vybrán zhotovitel díla na základě výběrového řízení dle Směrnice o zadávání VŘ Města Votice., , Město Votice je majitelem objektu kláštera sv. Františka z Assisi od roku 2012 a od té doby každoročně investuje nemalé částky do jeho postupné obnovy. V současné době jsou zrekonstruována dvě klášterní křídla ze tří. Předmětné místnosti se nacházejí již v obnovené části. Město Votice se neúspěšně snaží získat finance na obnovu kaple neúspěšně již 3 roky. Objekt kláštera je veřejně přístupný jako muzejní expozice, prostor pro spolkovou činnost, místo pro konání přednášek, výstav, koncertů, zastupitelstev města apod., , Podpora ze Středočeského kraje bude zveřejněna ve Votických novinách, prostřednictvím tiskových zpráv a informační tabulkou v objektu kláštera. Projekt bude řádně ukončen a v termínu vyúčtován., ","schváleno RK","250700","200000","50000","79.77662545"
"Činnosti nebo aktivity v oblasti sportu a tělovýchovy","2017","FHT/PHT/033081/2017","Drakiáda a sportovní dětské odpoledne","Sportovní odpoledne s různými soutěžemi pro děti i jejich rodiče, hromadné létání s draky,  ukázky činnosti leteckých  modelářů a dalších zájmových složek pracujících s mládeží.  .","schváleno RK","15000","5000","5000","33.33333333"
"Činnosti nebo aktivity v oblasti sportu a tělovýchovy","2017","FHT/PHT/033092/2017","D+D REAL Czech Masters","4. ročník světové golfové série European Tour - D+D REAL Czech Masters, který se koná od 31.8. do 3.9. 2017 v Albatross Golf Resortu ve Vysokém Újezdu. Turnaje mužů se zúčastní 156 hráčů z celého světa včetně 12 českých reprezentantů. ","schváleno RK","10000000","200000","200000","2"
"Činnosti nebo aktivity v oblasti kultury","2017","FHT/PHT/033097/2017","Oprava pomníku padlým v I.a II.světové válce,Žďár","Restaurování tělesa pomníku-biocidní zásah (sanace biologických kultur, následně mechanické odstranění vyschlých spálených  náletů), očištění(omytí parním systémem, oslabení krust), zpevnění sochy(opakovaným smáčením povrchu zpevňovačem), doplnění poškozených míst a spárování, barevná retuš včetně rekonstrukce písma černou barvou, hydrofobizace. Přeosazení sloupků držících řetěz, přeosazení stupňů, ošetření řetězu. Rekonstrukce chybějícího lva dle starší fotografie(zhotovení sádrového modelu, doprava kamene z lomu do ateliéru, vysekání lva z hořického pískovce(rozměr cca 95 cm výška a 90cm šířka), doprava a osazení na pomník.Výroba a montáž prvků oplocení. Doprava, montáž a demontáž lešení. Vyhotovení restaurátorské zprávy.  , Zdůvodnění žádosti:,  Přípravy na opravu pomníku byly započaty již v r. 2009, kdy byl zpracován první návrh na restaurování ak.sochařem p.Martinem Pokorným. Cílem bylo provést opravu k 90.výročí výstavby pomníku v r. 2016. V roce 2013 nám byla poskytnuta dotace 40 000,-Kč z StčFh, viz.ev.č.sml.:1811/KHT/2013, která částečně pokryla náklady na 4 ks pískovcových sloupků  a na zhotovení podezdívky pro budoucí oplocení. Tímto se pouze částečně upravily rozvalené zbytky oplocení, které budily veřejné pohoršení.V současné době je povrch pískovce, tj. tělesa pomníku v takovém stavu, že jména do něj vytesaná přestávají být čitelná. Doufáme, že se nám podaří dát vše do pořádku ke 100.výročí konce I.sv.války., Závěrem:,  Dne 10.7.2017 jsme obdrželi zamítavé vyjádření ze Středočeského Fondu kultury a obnovy památek k naší původní žádosti o dotaci. Mimo jiné připomínám, že dle vyjádření vedoucí ORP MěÚ Mnichovo Hradiště vyslovily tehdy podporu naší žádosti i členky kontrolní komise JUDr. Eva Jůzová a JUDr.Jaroslava Malá, které dne 13.6.2017 prováděly ve správním obvodu MěÚ Mnichovo Hradiště kontrolu přenesené působnosti na úseku válečných hrobů. Zmiňovaný pomník osobně navštívily a na místě se seznámily se stavem zvětralého povrchu pískovce. ","schváleno RK","479528","200000","10000","41.70767922"
