"Oblast podpory","Rok dotačního titulu","Číslo žádosti","Název projektu","Popis a způsob realizace akce/projektu","Stav žádosti","Celkové náklady","Celková požadovaná dotace celkem v roce 2018","Proplacená dotace (Kč)","Podíl celkové požadované dotace k celkovým nákladům"
"Činnosti nebo aktivity v oblasti výchovy a vzdělávání","2018","FHT/PHT/033407/2018","Aby řemeslo žilo dál","Spolek PRO ŘEMESLO, který vznikl již v roce 2010 tehdy jako občanské sdružení. Poslání našeho Spolku je zlepšení podmínek a podpora tradičních českých řemesel v kutnohorském regionu. Od počátku svého působení úzce spolupracujeme se Stření odbornou školou a Středním odborným učilištěm řemesel Kutná Hora, Čáslavská 202. Tato škola patří v regionu k největším středním školám a hlavně vyučuje celou řadu řemeslných oborů, které jsou tak potřebné na současném trhu práce. Tato škola v letošním roce v březnu slaví 30. výročí od svého vzniku v roce 1988 a požádala Spolek o zajištění občerstvení při této oslavě. Oslav 30. výročí vzniku školy se zúčastní současní a i bývalí zaměstnanci školy. Předpokládaný počet účastníků je 100. Oslava bude významnou události v dění této školy a celého středního školství ve středních Čechách. Rozpis využití dotace - finanční rozvaha projektu je rozepsána v příloze č.1.","schváleno RK","60000","50000","30000","83.33333333"
"Činnosti nebo aktivity v oblasti kultury","2018","FHT/PHT/033411/2018","Národní finále festivalu Porta","Festival Porta je nejstarším Air festivalem v oblasti folku, trampské a country hudby. Jedná se o projekt vysoké umělecké hodnoty a celospolečenské potřeby. Veškeré informace k realizaci jsou uvedeny v příloze.","schváleno RK","1100000","150000","30000","13.63636364"
"Činnosti nebo aktivity v oblasti sportu a tělovýchovy","2018","FHT/PHT/033420/2018","Sportujeme s Kohákem během","Projekt je zaměřen na propagaci sportu a zejména běhu pro zdraví a volný čas,který podporuje Jakub Kohák. Účast dětí od 3-19 let a samostatně i dospělých. Startujeme po kategoriích na trasách 100 m,500 m, 1500 m a 3000 m. Od rodinného závodu až po jednotlivce. Akce se koná v Měsíčním údolí v krásné krajinné oblasti u Konopišťského potoka.","schváleno RK","200000","150000","70000","75"
"Činnosti nebo aktivity v oblasti výchovy a vzdělávání","2018","FHT/PHT/033423/2018","XXXIII. Setkání vodohospodářů v Kutné Hoře ","Sdružení vodohospodářů České republiky, z.s. oblast Kutná Hora bude pořádat již XXXIII. Setkání vodohospodářů v Kutné Hoře - konferenci. Místo konání je v hotelu U Kata v termínu 22.5. a 23.5.2018. Přednášející jsou odborníci z ministerstev, státních úřadů a státních podniků, odborníci ze soukromých firem, právníci. Pokud budete mít nějaký dotaz, můžete ho zaslat předem a ten bude předán příslušnému lektorovi předem. Doprovodné akce jsou jako každý rok varhanní koncert v gotickém chrámu Sv. Barbory a podvečerní komentovaná procházka Kutnou Horou. Po procházce bude následovat společenský večer. Aktualizovaný program konference najdete od dubna na webu našeho sdružení www.vodakh.cz, přihlášky na akci jsou zde již k dispozici. Zájem o naše konference nás zavazuje, abychom pokračovali i nadále. Počet účastníků konference se za poslední léta ustálil na čísle kolem 100. Zvyšovat ho již nelze, protože je to maximální kapacita přednáškového sálu a ubytovacích možností hotelu U Kata v Kutné Hoře, kde konference probíhá.  , Cílem konference je setkání a výměna zkušeností mezi pracovníky z celé České republiky, kteří pracují na úseku vodního hospodářství a působí ve státních orgánech a organizacích či v soukromých organizacích. , Předmětem zájmu jsou v poslední době především výklady zákonů a jejich uplatňování v praxi nejen na úseku vodního hospodářství, ale na celém úseku životního prostředí a hlavně náměty na řešení palčivých otázek. V letošním roce to je např. otázka novely stavebního zákona, připravované vyhlášky navazující na vodní zákon či problematika z jiného úseku životního prostředí, která nějakým způsobem ovlivňuje ať už spodní či povrchové vody., Na setkání přijíždějí účastníci opravdu z celé republiky. Největší procento účastníků zaujali pracovníci státní správy na úseku životního prostředí, pracovníci vodoprávních úřadů. Celková loňská účast včetně pořadatelů byla 146 účastníků, z toho bylo 10 lektorů, 6 organizátorů a 22 hostů. První „Setkání“ vodohospodářů se odehrálo již 27. listopadu 1986, tehdy jako samovzdělávací akce na téma „Režimy hospodaření v PHO vodních zdrojů“ pro podnikové vodohospodáře zemědělských podniků okresu Kutná Hora.  , ","schváleno RK","313000","50000","20000","15.97444089"
"Činnosti nebo aktivity v oblasti sportu a tělovýchovy","2018","FHT/PHT/035325/2018","Zručský májový běh","4.ročník běhu zařazeného do seriálu Běžec Podblanicka za účasti světové rekordmanky Jarmily Kratochvílové pro všechny věkové kategorie, jehož cílem je zvýšení motivace sportovní aktivity, zejména u mladých lidí, ale i podpora regionu. ","schváleno RK","105000","50000","20000","47.61904762"
"Činnosti nebo aktivity v oblasti kultury","2018","FHT/PHT/033624/2018","Hudební festival KOUTY FEST 2018","Mladí z obce Kouty se dohodli a organizují  hudební festival na pozemku polního letiště. Je přihlášeno 18 hudebních skupin, které hrají různé žánry od folku po rock. Je zajištěna stavba pódia, elektrické připojení, ozvučení stany pro učinkující, ostraha, catering pro učinkující i návštěvníky, WC a voda na mytí a také následný úklid plochy letiště. Samozřejmě také propagace prvního ročníku hudebního festivalu KOUTY FEST 2018. Zastupitelstvo obce podporuje aktivitu mladých, kteří se budou podílet i na zajištění hladkého průběhu festivalu., Doufáme, že se nám podaří vytvořit novou tradici, která jistě zaujme nejen mladé.","schváleno RK","199000","50000","50000","25.12562814"
"Činnosti nebo aktivity v oblasti kultury","2018","FHT/PHT/033650/2018","Čáslavské slavnosti 2018","Tradiční jednodenní akce Čáslavské slavnosti s doprovodným hudebním programem, gastronomickým festivalem, tradičním jarmarkem, farmářským trhem, dětským koutkem. Pro rok 2018  akce zaměřená na významné výročí vzniku Československé republiky, kdy se Čáslav přenese do doby před 100 lety, kdy si návštěvníci z celého regionu prohlédnou historické automobily, dále mohou navštívit výstavu ""Čáslav v roce 1918"", která se bude zaměřovat na rozvoj našeho města za poslední století. Během programu budou k vidění i lidé v dobových oděvech. Oblast gastro bude vyhrazena pro restaurace, producenty potravin a nápojů, především regionálních. Osloveny budou okolní minipivovary, místní restaurace i prodejci regionálního značení pro kvalitní místní výrobky, služby a zážitky značky Kutnohorsko - regionální produkt. Hudební program je tvořen jako multižánrový napříč generacemi, zapojuje se i místní Dům dětí a mládeže a Základní umělecká škola. Tradičním jarmarkem chceme poukázat na řemeslné i rukodělné výrobky, tradiční pokrmy. Místní pěstitelé, chovatelé i prodejci místní regionální značky budou mít příležitost se prezentovat na trhu i v oblasti gastro. Cílem je vytvořit návštěvníkům společensko-kulturní akci se zapojením dětí z místních zájmových kroužků i se zapojením široké veřejnosti. Cílovou skupinou jsou nejen obyvatelé města Čáslavi a přilehlého okolí, ale i návštěvníci z různých částí České republiky, zejména pak z Kutné Hory, Kolína, Vysočiny, Východních Čech i Prahy.","schváleno RK","570000","100000","100000","17.54385965"
"Pořízení vybavení pro sociální, kulturní, sportovní a vzdělávací aktivity","2018","FHT/PHT/033728/2018","Oslavy založení spolku 25 let","Oslava založení spolku za účasti zástupců kraje, ORP, zástupců obcí dotčených honitbou spolku ( 6 obcí), dále zástuci ZD, ostatních spolků v obci, Honebního společenstva, ZŠ a OMS. Plánovaná účast  cca 100 účastníků., Dotace by byla využita na nákup stanu, lavic, stolů, vybavení a pod.","schváleno RK","50000","25000","25000","50"
"Činnosti nebo aktivity v oblasti sportu a tělovýchovy","2018","FHT/PHT/035332/2018","Nymburský půlmaraton a čtvrtmaraton","Plánovaný šestý ročník navazuje již na pět velmi úspěšných ročníků, kterých se zúčastnilo více než 2000 závodníků. Tento rok počítáme s účastí cca 600-800 závodníků., Pro atraktivitu závodu se také snažíme přilákat běžce z jiných koutů republiky i jiných zemí. Předchozích ročníků se zúčastnili závodníci například z Maroka, Slovenska nebo Ukrajiny. , Propagace a reklama: prostřednictvím našich mediálních partnerů (v minulosti Radio Kiss Delta, Signál, SeeJay, Český rozhlas, Óčko, Česká televize, TVCOM, Novinky.cz, Nymburský deník), billboardy, plakáty (výlepové plochy, reklamy ve vlacích a nádražích), letáky. , Závodů se zúčastňují i profesionální sportovci (Basketball Nymburk, Martin Fuksa, Vojtěch a Karel Ruso, Daniel Vencl, Ondřej a Jan Vetešník, Jan Bořil, Petr Bříza a další). Dlouhodobě spolupracujeme a finančně podporujeme občanské sdružení Respondeo, které pomáhá obětem trestných činů (např. domácí násilí). Pro závodníky zajišťujeme občerstvení (pitný režim (voda, iontové nápoje) občerstvovací stanice na trati, občerstvení po závodě, oběd pro závodníky), masáže, šatnu a úschovnu, fotokoutek). Celý závod je živě přenášen na LED obrazovku, komentován profesionálním moderátorem., Na šestý ročník Nymburského půlmaratonu chystáme několik novinek. S organizací Centrum pro všechny připravujeme zábavný minipark s programem pro děti. V průběhu roku se budou moci závodníci zdarma registrovat do projektu Poběž za mnou s heslem, který vystihuje vše: ""Nechcete běhat sami? Sháníte parťáka na život nebo jen tak na volné chvíle při sportování? Přihlaš se, poběž a seznam se."", Mimo již zmíněné novinky budeme závod prezentovat na Running expo 2018 v Praze., Cílové skupiny:, - profesionální sportovci, - rekreační sportovci a „hobby“ sportovci, - noví běžci, kteří si oblíbili běh jako nový trend, - všechny věkové skupiny, pro něž jsou vytvořené kategorie:, muži - M1 (junioři) do 18 let, M2 (senioři) 18 - 39 let,M3 (masteři) 40 - 59 let, M4 (veteráni) 60 a více, ženy - Z1 (juniorky) do 18 let, Z2 (seniorky) 18 - 34 let, Z3 (masterky) 35 - 49 let, Z4 (veteránky) 50 a více, - zázemí pro doprovod (rodiny, děti), , Jednotlivé aktivity akce členěné do bodů a jejich předpokládaný průběh:, - propagace akce - billboardy, letáky, plakáty, - propagace akce na Running expo v Praze, - značení tratě a upozornění o chystaném závodu, - stavba a příprava tratě, koordinace lidí hlídající trať, - registrace závodníků, čipová časomíra, - závod v běhu na 10 km, - závod v běhu na 21,1 km, - péče o závodníky, občerstvení, zdravotníci, masérské služby, - zázemí akce, stavba podia, stanů, WC,, - kulturní program, předávání cen, - dětský koutek se soutěžemi, - demontáž, úklid prostoru konání závodu a trati, , Termín a místo realizace:, Termín: 22.4.2018, Místo: Park pod hradbami, kde je start i cíl, Běh městským parkem, polabskou cyklostezkou a přes čtyři mosty o délce 21 097 metrů., Trasa nebude křižovat a ani nepovede přes hlavní silnice., Většinou povede po cyklostezkách, v pěších zónách a lesních pěšinách. ","schváleno RK","280000","90000","50000","32.14285714"
"Činnosti nebo aktivity v oblasti výchovy a vzdělávání","2018","FHT/PHT/033919/2018","Projekty partnerství a spolupráce v rámci dohod uzavřených mezi Středočeským krajem a zahraničními regiony (region Marche, Itálie)","Návrh programu pro pobyt studentů, Termín: 1.6.-10.6.2018, Počet studentů: 45, Pedagogický dozor: 4, Délka pobytu: 10 dní, Program: , 2.6.2018 Ubytování, prohlídka školy - seznámení žáků a profesorů, 3.6.2018 Sportovní aktivity s žáky partnerské školy, 4.6.2018 Návštěvy partnerské školy - prohlídka učeben, 5.6.2018 Návštěva partnerské školy - přednášky v anglickém jazyce, 6.6.2018 Návštěva partnerské školy - praktická výuka, péče o seniory, 7.6.2018 Návštěva sociálních zařízení pro seniory ve Fermo, 8.6.2018 Návštěva oblastní nemocnice Fermo, 9.6.2018 Návštěva zařízení Integrovaného záchranného systému regionu Marché, 10.6.2018 Návrat do ČR, Doprava: bus, Ubytování: kemp bungalovy, Stravování: stravovací zařízení v kempu, Více informací: Dr. V. Mareš, ","schváleno RK","292500","90000","90000","30.76923077"
"Financování dalších činností a aktivit, nad nimiž převzal záštitu některý z orgánů SK","2018","FHT/PHT/034146/2018","Realizace pomníku Františka Pecháčka v Záhornici","V rámci 100. výročí vzniku samostatného státu hodlá Sokolská župa Jana Máchala realizovat v rodné obci Františka Pecháčka pomník, věnovaný jedné z nejvýraznějších postav českého domácího odboje. František Pecháček byl významný sokolský cvičitel, trenér olympijského družstva, který proslul zejména autorstvím skladby pro 30.000 mužů nazvané ,,Přísaha republice"" na X. všesokolském sletu v Praze v roce 1938. Po okupaci se Pecháček zapojil do domácího odboje, v rámci něhož pomáhal mimo jiné atentátníkům na Reinharda Heydricha. Pecháček byl se svoji ženou v roce 1942 zatčen gestapem a následně deportován do Mauthausenu, kde byl zavražděn. , Cílem projektu je tedy vytvořit soudobé výtvarné dílo od výtvarnice Pavly Kačírkové a architekta Tomáše Růžičky, které by se stalo dominantním prvkem centrální části obce, kultivovalo veřejné prostranství, připomnělo jinak v obci opomíjeného rodáka a odkazovalo k české státnosti. Realizaci pomníku zaštítil prezident republiky a hejtmanka Středočeského kraje. Realizace pomníku je plánována v období březen-červen 2018 tak, aby koncem června došlo k slavnostnímu odhalení pomníku, které je zařazeno do programu oficiálních oslav výročí republiky a programu XVI. všesokolského sletu. Realizaci pomníku schválilo zastupitelstvo obce Záhornice. ","schváleno RK","1200000","200000","180000","16.66666667"
